org_id remap_id freebase_id
458609 280 m.0x3hzn
458608 281 m.0x3hzw
272483 282 m.0x3h_2
458607 283 m.0x3h_r
458606 284 m.0x3h_z
458605 285 m.0x3j05
122002 286 m.0r3b1s
121999 287 m.0r3b1_
186171 288 m.0r3b2n
561857 289 m.0r3b32
46872 290 m.0dmgynh
46871 291 m.0dmgynl
26062032 292 m.010cmblf
26062043 293 m.010cqkn_
25880385 294 m.010dlc9v
23651467 295 m.010cgt97
25236083 296 m.010dgg6g
25880383 297 m.010cg1k7
25880382 298 m.010c_lns
25262313 299 m.010dkpcx
26081707 300 m.010d9n85
236665 301 m.0xg7qz
233077 302 m.0xg7r5
100443 303 m.018hzv4
10345 304 m.0lppb0
581653 305 m.0v63k1
581652 306 m.0v63kq
268330 307 m.0v639m
261518 308 m.0v63k8
268875 309 m.0v63kh
3156 310 m.012_t4l
100441 311 m.018hzvl
100440 312 m.018hzvt
118462 313 m.018hzw7
227520 314 m.018hzwg
103310 315 m.018hzwp
119265 316 m.018hzwx
118417 317 m.018hzx3
118304 318 m.018hzxb
111914 319 m.019pwds
115867 320 m.0dptb5h
328449 321 m.01bqgbg
1003936 322 m.01685bw
936304 323 m.01685bn
39062 324 m.0drtjfb
54298 325 m.01dw44z
37689 326 m.0r3qp4
201934 327 m.0ynd7j
293264 328 m.0165yl6
258238 329 m.0165ykk
58285 330 m.01296jg
121634 331 m.0ynd79
233909 332 m.0ynd66
257584 333 m.0lkfq9
58530 334 m.0vjfby
122201 335 m.019lwrl
609559 336 m.0f0ph4s
511788 337 m.0fdbhgy
373450 338 m.0dx3ffk
103519 339 m.0vrv1y
885543 340 m.0vrv1q
512431 341 m.0f7bmz3
464782 342 m.0txw8w
464781 343 m.0txw92
673270 344 m.0dr5wlr
331416 345 m.0mbkm7
736333 346 m.01dw442
54297 347 m.01djxyj
1122 348 m.0ldvrz
3095 349 m.0lxy7t
721 350 m.0ldnv9
716 351 m.0mlyss
722 352 m.0rq862
112619 353 m.0lmq3z
112617 354 m.0m3_40
109616 355 m.01dl8tg
863691 356 m.0m5h0y
41133 357 m.0lmq51
2949 358 m.0p1_c1
5280 359 m.0p1_bd
181176 360 m.0p1_b5
181175 361 m.0p1_bm
2296074 362 m.0p1_bv
181177 363 m.0p1_c8
181174 364 m.0p1_cq
1238775 365 m.0p4w1l
272510 366 m.0y5sx1
503345 367 m.0zw4rz
259339 368 m.0zw4s5
272909 369 m.0zw4sv
6809 370 m.0fv05g8
5245 371 m.0fw3g2n
3324 372 m.0fw3g27
332043 373 m.0mbkmg
1682514 374 m.0m5h08
224322 375 m.0fztg73
237697 376 m.01btxjd
239822 377 m.019wnng
9309 378 m.0_0xd_
10022 379 m.016mfzz
376302 380 m.0f5lsx5
9137 381 m.01cb_h5
9331 382 m.01cb_hv
9330 383 m.01cb_j1
9136 384 m.01cb_j8
533308 385 m.0ssryd
510530 386 m.0smmmf9
837618 387 m.0tnn7g
835998 388 m.0tnn7x
835610 389 m.0scf8k
326104 390 m.0zj5gd
835997 391 m.0sbnkb
568393 392 m.0sbnkk
836483 393 m.0sbnk_
11330519 394 m.016h12t
319323 395 m.0q1hs4
838807 396 m.0l_x8g
9571 397 m.01cb_g9
6711 398 m.01bk49k
6801 399 m.01cb_gz
200082 400 m.0dx48lj
230209 401 m.0dprhsr
703291 402 m.01dq2cl
459203 403 m.01dq2ct
316921 404 m.01dq2d7
640750 405 m.01dq2dg
701470 406 m.01dq2dp
459393 407 m.01dq2dx
107603 408 m.0f4w8ft
1050905 409 m.01dhy0d
104187 410 m.0dmhyq2
408824 411 m.0fxk_sl
185316 412 m.0fxk_rr
452157 413 m.0fr56s_
185317 414 m.0fx9qnm
408697 415 m.0fxk_t6
1158 416 m.0w71j5
638 417 m.0lmph5
974 418 m.0y883t
533864 419 m.0ssrwf
534197 420 m.0ssrwn
118221 421 m.0lfbwg
27264 422 m.0kjl5zv
19561 423 m.0fx36b7
110120 424 m.0fyvply
110119 425 m.0fyvpl1
110117 426 m.0fyvpl7
49603 427 m.017c081
49907 428 m.0dqvml9
54911 429 m.0dqvmk9
53772 430 m.0dqvmk5
43418 431 m.0t32gv
50173 432 m.0f02v6r
50289 433 m.0f02ts4
51218 434 m.0f02v6h
52357 435 m.0f02v5j
52607 436 m.0dtkmkh
54358 437 m.0dy_33h
48926 438 m.0dswp3j
48927 439 m.0dv0yg6
50174 440 m.0dzsj1l
1472227 441 m.0q571b
1470602 442 m.0q571s
389035 443 m.01c_71g
616867 444 m.01c_717
408672 445 m.0fw8ld2
108865 446 m.0fxk_r9
409323 447 m.0fwhjwc
25916 448 m.0kjl5v2
25416 449 m.0dwcrq4
51906 450 m.017c08h
441801 451 m.0dnhrvr
312205 452 m.0dp_z9m
462456 453 m.0f383dj
460866 454 m.0fdp8vt
24272 455 m.0dvxjxd
24271 456 m.0dyd7bf
24270 457 m.0f383c1
462455 458 m.0dzj7dq
24269 459 m.0f3839m
24268 460 m.0f383gt
24132 461 m.0dz3dbb
38499 462 m.0f383cg
461803 463 m.0ds0cy1
461013 464 m.0g638ph
329604 465 m.0k20cvc
330066 466 m.0sh0wdy
330998 467 m.0k20cvk
324631 468 m.0k20cvn
754149 469 m.0k20cvr
328794 470 m.0k20cw2
754148 471 m.0k20cw6
754147 472 m.0k20cwh
327217 473 m.0k20cwl
329324 474 m.0k20cwp
109453 475 m.0sbsrn
37321 476 m.0sbsrw
24131 477 m.0p1sg_
312118 478 m.015mxv3
642855 479 m.0zqqm1
114255 480 m.0dprj68
114512 481 m.0dprhtx
108705 482 m.0lyqp0
984806 483 m.0ndrh1
118176 484 m.0pdvyv
116469 485 m.0m1thf
108954 486 m.0lgqt9
835976 487 m.0lfbwp
65076 488 m.0wcs9t
91097 489 m.0fsgtyk
333893 490 m.0dwd5vm
346023 491 m.0dv1h62
103450 492 m.0dwd5sl
346022 493 m.0dmdtc9
330239 494 m.01ckw91
40229 495 m.0_ly_b
331089 496 m.018ybry
324890 497 m.0_lz06
39869 498 m.0fr3xr5
331072 499 m.0fr3xrs
40451 500 m.0fr3xs2
329218 501 m.0f03q49
4109 502 m.0pyyfs
97821 503 m.0pyykh
15168 504 m.0rfxpw
4105 505 m.0g7zsl3
7437 506 m.0mfz3m
97817 507 m.0r9mg7
97824 508 m.0r9mgx
111453 509 m.0rfxs8
4100 510 m.01649zz
4107 511 m.017h_mk
359738 512 m.0dts5lk
118007 513 m.0dts5mm
117885 514 m.0dwwx4z
5736 515 m.0fr78c2
322890 516 m.0dnj8_3
388606 517 m.0dmnz_g
3742 518 m.0mw418
36197 519 m.016v55k
3732 520 m.0pbpnl
356469 521 m.0dq4yj4
272423 522 m.0142l1g
105430 523 m.0lx5jr
205121 524 m.0dr8xnk
209307 525 m.0dr8xmm
209306 526 m.0dr8xn4
438942 527 m.0dts5py
101751 528 m.011vm6w
101753 529 m.011vm5s
238508 530 m.0f198k4
225147 531 m.0103vpz
226108 532 m.01dqfgv
227877 533 m.0f198ly
631062 534 m.018sgsm
3443 535 m.011vm5_
7430 536 m.0qvvcf
358737 537 m.0dts5qt
118559 538 m.0dvp235
119743 539 m.0dsqnx4
118326 540 m.0dvp23k
119728 541 m.0dvp22k
118358 542 m.0dvp23t
326036 543 m.0dn8jcb
226879 544 m.0f198lj
42367 545 m.0gdtwjq
1192 546 m.015nbj8
15337 547 m.0gdt81p
3428 548 m.011vm66
331087 549 m.0_lz0n
326596 550 m.0_lz0w
209305 551 m.0dr8xnp
83775 552 m.0dr8xp1
59454 553 m.0fsgty1
59453 554 m.0fsgty6
59450 555 m.0fsgtx2
70439 556 m.0fsgtyc
82301 557 m.0fsgtxl
82310 558 m.0fsgtx6
7434 559 m.019_0tr
46700 560 m.0wg_7r
333892 561 m.0dwd5t5
117849 562 m.0dts5q1
43579 563 m.0dts5pp
333924 564 m.0y_3rv
331086 565 m.0_lz12
330928 566 m.0_lz19
934 567 m.0dp18d8
82206 568 m.0drv__k
52004 569 m.0drv_zq
88687 570 m.0dmwsnb
4099 571 m.01356pg
89475 572 m.015jskx
91627 573 m.019dg8m
88347 574 m.015jsm6
88346 575 m.015jsmf
88344 576 m.019dgbc
104621 577 m.0s7bn7
272125 578 m.0s7bps
118010 579 m.0dwd5vv
353817 580 m.0dts5l_
3446 581 m.011vm6f
101752 582 m.011vm6n
101750 583 m.011vm72
3441 584 m.011vm7j
3807 585 m.0dq4yg8
40584 586 m.0dnyrrl
358051 587 m.0dq4yhq
40585 588 m.0dnr8wq
364397 589 m.0dn2lxt
40586 590 m.0dpsjmd
365078 591 m.0dq4yhx
388607 592 m.0dmnzyq
358108 593 m.016v56w
251094 594 m.016v55_
41231 595 m.016v56f
364412 596 m.016v572
356255 597 m.016v579
269585 598 m.016v566
363254 599 m.016v56n
5735 600 m.016v553
42519 601 m.016v55b
41670 602 m.0fyb5pc
385552 603 m.0pps65
561335 604 m.0n1tqc
88642 605 m.0l_ldl
37685 606 m.0lgs70
419 607 m.0xckqf
324176 608 m.010ykjh
96007 609 m.0162bw0
100667 610 m.0f2dvy2
353963 611 m.0nm2zmg
96374 612 m.0ml9bq
293699 613 m.0sl07v
374465 614 m.0d_c7nq
42866 615 m.0fqycjq
363039 616 m.0dtbflw
294141 617 m.0rnvp6
47384 618 m.0nstcr
1185780 619 m.0gdtspc
198827 620 m.017p969
561337 621 m.0n1tpq
31103 622 m.0wy0z3
595 623 m.0nmjhhd
48901 624 m.0d_23c6
117856 625 m.010fr9c
228249 626 m.0r1qxj
227935 627 m.018sgrr
1174 628 m.0lr5p0
98098 629 m.0wmgzr
43545 630 m.0182w_n
416597 631 m.0f84qpb
121580 632 m.0dyp3tg
196304 633 m.0f46mqp
671851 634 m.01bzdrw
1199 635 m.0lr5pp
43639 636 m.0dp6zx6
118324 637 m.0dph89p
332262 638 m.0y8r2f
46678 639 m.0dvjt96
353961 640 m.0ybklp2
603 641 m.0nnpkb4
229947 642 m.0z2pnf
100014 643 m.0dvywmz
333622 644 m.0dtbfm8
43513 645 m.0pps52
41542 646 m.0drx9h3
345408 647 m.0nmqsg7
94126 648 m.0dr3_4j
33542 649 m.0s4s4d
85519 650 m.0dzg3rd
45691 651 m.01315_q
42863 652 m.0fqycj_
47832 653 m.01cwxdr
226986 654 m.0dw_dhy
230067 655 m.01cwxg8
57116 656 m.0tmmt8
4916 657 m.0wy0y7
96583 658 m.0dntl4j
293601 659 m.0sl05n
46001 660 m.0frslrq
41871 661 m.0tqccv4
556329 662 m.01cm61k
40448 663 m.0dp6zwv
230538 664 m.0162bvl
49140 665 m.0d_23cc
134768 666 m.0xs93x
87636 667 m.01cm62f
345575 668 m.0ftn28b
41544 669 m.0dqlyf2
123871 670 m.01cm62n
121578 671 m.0d_vfgb
43845 672 m.0d_23d8
332203 673 m.0qlzdr
30775 674 m.0lvjl2
94510 675 m.0dy0mb7
1266 676 m.0dmvtmx
92408 677 m.0f03wcr
45190 678 m.0nstf8
195868 679 m.0dshv19
42860 680 m.0fqyckv
43850 681 m.01dp47m
196423 682 m.0f46mpm
96522 683 m.0162bth
37637 684 m.0dy1z75
37772 685 m.0m24p2
332496 686 m.0ftn285
43877 687 m.0dntl3_
45804 688 m.0dp6zvk
48827 689 m.01dnh7v
228664 690 m.0z2pn6
43279 691 m.0fw2_tf
41547 692 m.0dyy_cz
86465 693 m.01601cx
414 694 m.0pzn85
363945 695 m.0101qgc
363630 696 m.0dqrbf0
331075 697 m.0f03q6l
38714 698 m.0tmmty
353964 699 m.0nn8l0v
608 700 m.0gdtjc3
236557 701 m.0frvcb0
46000 702 m.0frslrt
46212 703 m.0fk1rm8
233096 704 m.0z2pnw
563396 705 m.0g6j1zx
40124 706 m.0dq4ygm
48979 707 m.0131604
12 708 m.0dnbpg0
43749 709 m.0dy0mbn
293698 710 m.0qw44g
89968 711 m.0177pbq
38560 712 m.0101qh7
45995 713 m.0frslry
418439 714 m.0m0l87
39209 715 m.0lswlv
422182 716 m.0gdtqs7
123087 717 m.011d9vq
239489 718 m.0z2ppr
48831 719 m.01dnh7m
363038 720 m.0dtbfmh
179172 721 m.0dv7b8_
179165 722 m.0f0hdsw
219545 723 m.0slzycw
439702 724 m.0fx73_n
3930 725 m.01c_zs1
46005 726 m.0frslsj
3924 727 m.015ypyb
48976 728 m.01315_y
38907 729 m.0fc0t0z
3841 730 m.0149ld9
21180 731 m.0dpyqsf
1173347 732 m.0nxf04
179979 733 m.0nnqhyc
100316 734 m.0169csg
1268 735 m.0dps21h
230808 736 m.0tkqct
363628 737 m.0dtbfk8
42328 738 m.01c_zt4
363876 739 m.0fy7qqc
562208 740 m.0d_c7mf
103156 741 m.0mqx2k
42337 742 m.01c_zsh
95642 743 m.0f03wdf
227055 744 m.0103vnn
41863 745 m.0tqsxmw
45999 746 m.0frsls9
418444 747 m.0m0l6y
3928 748 m.0m8qzd
95920 749 m.0dmxtsm
196424 750 m.0d__v8_
417661 751 m.0gdts1s
13 752 m.01c_zsy
228017 753 m.018sgqw
91772 754 m.01cm61_
6197 755 m.0dth46y
118487 756 m.0f03wbt
894117 757 m.0fw2_sn
333363 758 m.0dtwvbx
230569 759 m.015f6fy
95186 760 m.0f03wd1
732552 761 m.0dqtns2
41671 762 m.0fw4f89
333623 763 m.0dtbfmn
233310 764 m.0dxwvyt
30776 765 m.0dr398k
1175 766 m.0108kdmv
390346 767 m.0pps59
95497 768 m.0f03wf1
234077 769 m.0ym5p_
3939 770 m.0zb398
1272 771 m.0dps22h
46784 772 m.0mf61m
16313 773 m.012n1nh
40219 774 m.01dqfck
439745 775 m.0fx73_4
97017 776 m.0l_lf0
227445 777 m.0dw_dkp
391665 778 m.0m6p5g
87676 779 m.0f6qzm4
844 780 m.01c_ztc
105181 781 m.0dn2b7t
4914 782 m.0wy0yg
364641 783 m.0mf60r
48978 784 m.013160t
418441 785 m.0m0l7t
365706 786 m.0pczr1
561919 787 m.0dq41dy
294183 788 m.0rnvn3
83853 789 m.0fzr3qy
734695 790 m.0x6sz6
228494 791 m.0159frm
35362 792 m.0pzy7d
43571 793 m.0f2qytv
382573 794 m.0n1tqt
95576 795 m.0dy0mcs
234291 796 m.0zzr27
227715 797 m.0wczttt
123085 798 m.011d9wt
97016 799 m.0dntl4q
417660 800 m.0gf0m1j
103017 801 m.0dth46c
42864 802 m.0fqycky
233414 803 m.0r1qwn
1274 804 m.0149l0q
597313 805 m.0dvkvwm
646986 806 m.0x6szf
42861 807 m.0fqyck2
43388 808 m.0dp24mn
671852 809 m.01bzdrn
96080 810 m.0ml9b8
4774 811 m.0dss033
230576 812 m.0dr2tzb
520168 813 m.0dtwvb9
869248 814 m.0fss79c
806910 815 m.0dv51hc
439201 816 m.0frht5n
43886 817 m.0dssmnf
121574 818 m.0d_vffw
41550 819 m.0dyy_bv
46207 820 m.0ds0dm8
45842 821 m.0dp6zvb
333636 822 m.01dnh81
3932 823 m.0dnbpds
95640 824 m.0l_ld4
45191 825 m.0nstdm
415 826 m.0pzn7z
39867 827 m.0zzr2x
382871 828 m.0dsmnzh
3915 829 m.0vtkgx
225315 830 m.0dn2b76
230068 831 m.01cwxg1
345579 832 m.0nlj5x9
3925 833 m.0zb3b4
208937 834 m.0x46kd
359717 835 m.01brlqf
46007 836 m.0frslrm
46213 837 m.0f66x72
83503 838 m.0fsg0x6
96406 839 m.0159xmd
230070 840 m.01cwxd2
409 841 m.0p6qqv
4904 842 m.0mkq1d
225297 843 m.0g1z9t7
293397 844 m.0rj3bf
31099 845 m.01chl72
41872 846 m.0tpmpxq
89445 847 m.011cck6
121006 848 m.0lyf2f
374355 849 m.0dq41g3
179164 850 m.0dpk7qy
3896 851 m.0n5cr0
119731 852 m.0dtwvbn
418442 853 m.0m0l7l
117852 854 m.0f03wc0
561923 855 m.0dq41gf
418443 856 m.0f84qn0
16316 857 m.012n1n1
1466075 858 m.0fs7qn7
43376 859 m.01bs5gc
230194 860 m.015f6fh
42317 861 m.0rt29d
123080 862 m.0dn599_
97666 863 m.0159xm5
39346 864 m.0lfzjh
288642 865 m.0g22l_s
42336 866 m.01c_zsq
597 867 m.0nlvgfv
230075 868 m.01cwxfd
233248 869 m.0z2pp2
228845 870 m.0z2ppz
231245 871 m.018sgr2
97170 872 m.0dzfy6v
235063 873 m.012d_z7
363024 874 m.0159xkw
45990 875 m.0frslr7
45631 876 m.0nstfy
46209 877 m.0dyqjqg
418440 878 m.0m0l80
89469 879 m.0f03wcc
364862 880 m.01bl_b0
97342 881 m.0162bty
761333 882 m.0nxf10
4906 883 m.0dqdn3g
49142 884 m.0d_23c0
239544 885 m.01dp488
95799 886 m.0dqrf42
374736 887 m.0dsmp39
118345 888 m.010frbx
241608 889 m.0skg7py
313822 890 m.0slglk8
313821 891 m.0spqgkw
313820 892 m.0sl1cc1
10245047 893 m.010t_swv
10375483 894 m.010tkkbf
10375482 895 m.010sqjft
10375479 896 m.010tzlc7
10375467 897 m.010ssxq9
703400 898 m.0xxyzn
134513 899 m.010m7p_
190761 900 m.0r1z3r
476544 901 m.0pgf6j
190772 902 m.0pgf6r
104043 903 m.0spj0ql
28289 904 m.016x31x
28288 905 m.016x32b
28287 906 m.016x32s
28286 907 m.019q671
28285 908 m.016x336
92051 909 m.0wcz09q
92050 910 m.0wd4w_g
28429 911 m.0fldq32
202172 912 m.0dmp59q
509904 913 m.0126zg1
508138 914 m.018dbvd
403024 915 m.0126zgq
174636 916 m.0126zgy
1116113 917 m.0126zhc
787498 918 m.0126zht
1116101 919 m.0126zj0
93347 920 m.01cns_f
93345 921 m.01djdps
93344 922 m.01djdp_
92049 923 m.0wc_j_1
92048 924 m.0wcsc_3
92047 925 m.0wcsws6
92046 926 m.0wcs05l
92045 927 m.0wc_wd9
92044 928 m.0wcv4dh
92043 929 m.0wctgqv
92042 930 m.0wcvcbn
92041 931 m.0wd82l5
92040 932 m.0wdkxqj
92039 933 m.0wc_l72
90249 934 m.0z9sty
90257 935 m.0r5bg9
90254 936 m.0wd1yc
90252 937 m.0r5bhm
90251 938 m.0r5bhv
90250 939 m.0r5bj1
93343 940 m.01djdq6
844822 941 m.01bph9b
152877 942 m.0frxgnf
159391 943 m.0fv0y4m
150232 944 m.0fwyzmv
159389 945 m.0fv72dm
159388 946 m.0fwyzmc
160692 947 m.0fqdq8l
646968 948 m.01bph9k
844820 949 m.01bph9_
646206 950 m.01bphb6
343278 951 m.01bphbf
533194 952 m.01bph8g
255131 953 m.01bph8p
290499 954 m.0dv4m1g
493325 955 m.0sp86fz
493324 956 m.0ss71n_
493323 957 m.0sjm637
493322 958 m.0sj0gfj
492939 959 m.0sp0ktl
493256 960 m.0sp4scs
493255 961 m.0snm8dy
493254 962 m.0sh0jxn
4939430 963 m.0100crp5
12455 964 m.0dykrmk
313817 965 m.0sl03fj
313816 966 m.0sh77q4
158840 967 m.0nc8w5
201299 968 m.0lvcpk
157220 969 m.0nc8wd
201296 970 m.0nc8vz
201295 971 m.0lvcqn
160089 972 m.0nc8wm
310777 973 m.0_f8q1l
310794 974 m.0_dymh0
310785 975 m.0wdd5_k
310784 976 m.0_f8czj
310783 977 m.0_dmp45
310782 978 m.0_dyg3l
310781 979 m.0wd014g
310780 980 m.0_dh_rl
310779 981 m.0_dyxpp
310778 982 m.0_dp_34
25748 983 m.0g663fd
26540 984 m.0g663d9
201157 985 m.0g663dh
26543 986 m.0g663dl
26542 987 m.0g663dv
25751 988 m.0g663f8
26541 989 m.0g663dr
25749 990 m.0g663f1
25752 991 m.0g663dd
25750 992 m.0g663f4
241610 993 m.0sjcr2m
313819 994 m.0skq_qm
313818 995 m.0sn8q6w
96621 996 m.0xc_sm
92400 997 m.013yvn_
129381 998 m.0vchfj
57948 999 m.0tgdks
265144 1000 m.0nkqcv
59182 1001 m.014xh0z
56876 1002 m.0xs975
29231 1003 m.0fwnbsv
1663897 1004 m.0dtb600
179971 1005 m.0drddgt
386086 1006 m.0qb6q7
869 1007 m.0nhcsp
82548 1008 m.0lpglf
1881678 1009 m.014zdz7
50140 1010 m.0lpgks
861455 1011 m.0lwk3b
82549 1012 m.0lpgl6
